parent_sku,section,part_family,qty,part_role
60601-60,Extension Rods Assembled Prior to Testing,SWR1M,3,Color
60601-60,Installation Parts,CAT5-M3,1,Color
60601-60,Installation Parts,LU8P,1,Standard
60601-60,Installation Parts,LW8,3,Standard
60601-60,Installation Parts,NH2,3,Standard
60601-60,Installation Parts,NI1,3,Standard
60601-60,Installation Parts,RE84X1/4,3,Standard
60601-60,Installation Parts,SS1/8,6,Finish
60601-60,Installation Parts,SWR1F,3,Color
60601-60,Installation Parts,WA0-3/4,3,Standard
60601-72,Assembly Parts,BU8,18,Standard
60601-72,Assembly Parts,L-A,6,Standard
60601-72,Assembly Parts,LC1,6,Color
60601-72,Assembly Parts,LW8,6,Standard
60601-72,Assembly Parts,NB0-3/4,3,Color
60601-72,Assembly Parts,NI0-3/4,6,Standard
60601-72,Assembly Parts,NI1-1/8,3,Standard
60601-72,Assembly Parts,PA42-M2,3,Color
60601-72,Assembly Parts,RE84X7/16,9,Standard
60601-72,Assembly Parts,SO1D,6,Standard
60601-72,Assembly Parts,SS1/8,6,Finish
60601-72,Assembly Parts,WIB,4,Standard
60601-72,Assembly Parts,WIW,4,Standard
60601-72,Canopy Configuration KL3A,CB1/8,1,Standard
60601-72,Canopy Configuration KL3A,FC1,1,Finish
60601-72,Canopy Configuration KL3A,NH2,1,Standard
60601-72,Canopy Configuration KL3A,NI2-1/2,1,Standard
60601-72,Canopy Configuration KL3A,SCT1,2,Standard
60601-72,Canopy Configuration KL3A,WNY,3,Standard
60601-72,Extension Rods Assembled Prior to Testing,BU4,6,Standard
60601-72,Extension Rods Assembled Prior to Testing,NQ1,3,Standard
60601-72,Extension Rods Assembled Prior to Testing,PA18-M1,1,Color
60601-72,Extension Rods Assembled Prior to Testing,PA24-M1,1,Color
60601-72,Extension Rods Assembled Prior to Testing,PA30-M1,1,Color
60601-72,Extension Rods Assembled Prior to Testing,PA36-M1,3,Color
60601-72,Extension Rods Assembled Prior to Testing,SS1/8,6,Finish
60601-72,Extension Rods Assembled Prior to Testing,SWR1M,3,Color
60601-72,Installation Parts,CAT5-M3,1,Color
60601-72,Installation Parts,LU8P,1,Standard
60601-72,Installation Parts,LW8,3,Standard
60601-72,Installation Parts,NH2,3,Standard
60601-72,Installation Parts,NI1,3,Standard
60601-72,Installation Parts,RE84X1/4,3,Standard
60601-72,Installation Parts,SS1/8,6,Finish
60601-72,Installation Parts,SWR1F,3,Color
60601-72,Installation Parts,WA0-3/4,3,Standard
60601-84,Assembly Parts,BU8,18,Standard
60601-84,Assembly Parts,L-A,6,Standard
60601-84,Assembly Parts,LC1,6,Color
60601-84,Assembly Parts,LW8,6,Standard
60601-84,Assembly Parts,NB0-3/4,3,Color
60601-84,Assembly Parts,NI0-3/4,6,Standard
60601-84,Assembly Parts,NI1-1/8,3,Standard
60601-84,Assembly Parts,PA42-M2,3,Color
60601-84,Assembly Parts,RE84X7/16,9,Standard
60601-84,Assembly Parts,SO1D,6,Standard
60601-84,Assembly Parts,SS1/8,6,Finish
60601-84,Assembly Parts,WIB,4,Standard
60601-84,Assembly Parts,WIW,4,Standard
60601-84,Canopy Configuration KL3A,CB1/8,1,Standard
60601-84,Canopy Configuration KL3A,FC1,1,Finish
60601-84,Canopy Configuration KL3A,NH2,1,Standard
60601-84,Canopy Configuration KL3A,NI2-1/2,1,Standard
60601-84,Canopy Configuration KL3A,SCT1,2,Standard
60601-84,Canopy Configuration KL3A,WNY,3,Standard
60601-84,Extension Rods Assembled Prior to Testing,BU4,6,Standard
60601-84,Extension Rods Assembled Prior to Testing,NQ1,3,Standard
60601-84,Extension Rods Assembled Prior to Testing,PA30-M1,1,Color
60601-84,Extension Rods Assembled Prior to Testing,PA36-M1,5,Color
60601-84,Extension Rods Assembled Prior to Testing,PA6-M1,1,Color
60601-84,Extension Rods Assembled Prior to Testing,SS1/8,6,Finish
60601-84,Extension Rods Assembled Prior to Testing,SWR1M,3,Color
60601-84,Installation Parts,CAT5-M3,1,Color
60601-84,Installation Parts,LU8P,1,Standard
60601-84,Installation Parts,LW8,3,Standard
60601-84,Installation Parts,NH2,3,Standard
60601-84,Installation Parts,NI1,3,Standard
60601-84,Installation Parts,RE84X1/4,3,Standard
60601-84,Installation Parts,SS1/8,6,Finish
60601-84,Installation Parts,SWR1F,3,Color
60601-84,Installation Parts,WA0-3/4,3,Standard
60630,Canopy Assembly,CAT5-M3,1,Color
60630,Canopy Assembly,LU8P,1,Standard
60630,Canopy Assembly,LW8,3,Standard
60630,Canopy Assembly,NH2,3,Standard
60630,Canopy Assembly,NI0-7/8,3,Standard
60630,Canopy Assembly,RE84X7/16,3,Standard
60630,Canopy Assembly,SS1/8,6,Finish
60630,Canopy Assembly,SWR1F,3,Color
60630,Canopy Assembly,WA0-3/4,3,Standard
60630,Canopy Configuration KL3A,CB1/8,1,Standard
60630,Canopy Configuration KL3A,FC1,1,Finish
60630,Canopy Configuration KL3A,NH2,1,Standard
60630,Canopy Configuration KL3A,NI2-1/2,1,Standard
60630,Canopy Configuration KL3A,SCT1,2,Standard
60630,Canopy Configuration KL3A,WNY,3,Standard
60630,Extension Rod Assembly,BU4,6,Standard
60630,Extension Rod Assembly,NH2,1,Standard
60630,Extension Rod Assembly,NQ1,3,Standard
60630,Extension Rod Assembly,PA2-M1,1,Color
60630,Extension Rod Assembly,SS1/8,6,Finish
60630,Extension Rod Assembly,SWR1M,3,Color
60630,Tier Assembly,BU8,18,Standard
60630,Tier Assembly,L-A,6,Standard
60630,Tier Assembly,LC1,6,Color
60630,Tier Assembly,LW8,6,Standard
60630,Tier Assembly,NB0-3/4,3,Color
60630,Tier Assembly,NI0-3/4,6,Standard
60630,Tier Assembly,NI1-1/8,3,Standard
60630,Tier Assembly,PA24-M2,3,Color
60630,Tier Assembly,RE84X7/16,9,Standard
60630,Tier Assembly,SO1D,6,Standard
60630,Tier Assembly,SS1/8,6,Finish
60630,Tier Assembly,WIB,3,Standard
60630,Tier Assembly,WIW,3,Standard
60631,Canopy Assembly,CAT5-M3,1,Color
60631,Canopy Assembly,LU8P,1,Standard
60631,Canopy Assembly,LW8,3,Standard
60631,Canopy Assembly,NH2,3,Standard
60631,Canopy Assembly,NI1,3,Standard
60631,Canopy Assembly,RE84X1/4,3,Standard
60631,Canopy Assembly,SS1/8,6,Finish
60631,Canopy Assembly,SWR1F,3,Color
60631,Canopy Assembly,WA0-3/4,3,Standard
60631,Canopy Configuration KL3A,CB1/8,1,Standard
60631,Canopy Configuration KL3A,FC1,1,Finish
60631,Canopy Configuration KL3A,NH2,1,Standard
60631,Canopy Configuration KL3A,NI2-1/2,1,Standard
60631,Canopy Configuration KL3A,SCT1,2,Standard
60631,Canopy Configuration KL3A,WNY,3,Standard
60631,Extension Rod Assembly,BU4,6,Standard
60631,Extension Rod Assembly,NH2,1,Standard
60631,Extension Rod Assembly,NQ1,3,Standard
60631,Extension Rod Assembly,PA2-M1,1,Color
60631,Extension Rod Assembly,SS1/8,6,Finish
60631,Extension Rod Assembly,SWR1M,3,Color
60631,Tier Assembly,BU8,18,Standard
60631,Tier Assembly,L-A,6,Standard
60631,Tier Assembly,LC1,6,Color
60631,Tier Assembly,LW8,6,Standard
60631,Tier Assembly,NB0-3/4,3,Color
60631,Tier Assembly,NI0-3/4,6,Standard
60631,Tier Assembly,NI1-1/8,3,Standard
60631,Tier Assembly,PA42-M2,3,Color
60631,Tier Assembly,RE84X7/16,9,Standard
60631,Tier Assembly,SO1D,6,Standard
60631,Tier Assembly,SS1/8,6,Finish
60631,Tier Assembly,WIB,4,Standard
60631,Tier Assembly,WIW,4,Standard
60720,Assembly Parts,BOS30-M8,1,Color
60720,Assembly Parts,BOS30L,1,Color
60720,Assembly Parts,BU8,16,Standard
60720,Assembly Parts,CA5,1,Color
60720,Assembly Parts,FP2,2,Finish
60720,Assembly Parts,L-A,7,Standard
60720,Assembly Parts,LC1,7,Color
60720,Assembly Parts,LU8P,1,Standard
60720,Assembly Parts,LW8,16,Standard
60720,Assembly Parts,NH1,1,Standard
60720,Assembly Parts,NH2,8,Standard
60720,Assembly Parts,NI0-3/4,7,Standard
60720,Assembly Parts,NI0-7/8,1,Standard
60720,Assembly Parts,SCB,2,Standard
60720,Assembly Parts,SO1D-10,5,Standard
60720,Assembly Parts,SO1D-24,2,Standard
60720,Assembly Parts,SS1/8,2,Finish
60720,Assembly Parts,WA3,1,Standard
60720,Assembly Parts,WIB,2,Standard
60720,Assembly Parts,WIW,2,Standard
60720,Assembly Parts,WNY,4,Standard
60720,Installation Parts,MP1,1,Standard
60720,Installation Parts,SCF,3,Finish
60720,Installation Parts,SCT1,2,Standard
60730,Assembly Parts,BOS30-M8,1,Color
60730,Assembly Parts,BOS30L,1,Color
60730,Assembly Parts,BU8,16,Standard
60730,Assembly Parts,CA5,1,Color
60730,Assembly Parts,FP2,2,Finish
60730,Assembly Parts,L-A,7,Standard
60730,Assembly Parts,LC1,7,Color
60730,Assembly Parts,LU8P,1,Standard
60730,Assembly Parts,LW8,16,Standard
60730,Assembly Parts,NH1,1,Standard
60730,Assembly Parts,NH2,8,Standard
60730,Assembly Parts,NI0-3/4,7,Standard
60730,Assembly Parts,NI0-7/8,1,Standard
60730,Assembly Parts,SCB,2,Standard
60730,Assembly Parts,SO1D-10,5,Standard
60730,Assembly Parts,SO1D-24,2,Standard
60730,Assembly Parts,SS1/8,2,Finish
60730,Assembly Parts,WA3,1,Standard
60730,Assembly Parts,WIB,2,Standard
60730,Assembly Parts,WIW,2,Standard
60730,Assembly Parts,WNY,4,Standard
60730,Installation Parts,MP1,1,Standard
60730,Installation Parts,SCF,3,Finish
60730,Installation Parts,SCT1,2,Standard
70110,Assembly Parts,A-DI3,1,Standard
70110,Assembly Parts,A-DI6,1,Standard
70110,Assembly Parts,BU8,6,Standard
70110,Assembly Parts,L-A,1,Standard
70110,Assembly Parts,LC1,1,Finish
70110,Assembly Parts,LW8,1,Standard
70110,Assembly Parts,NI0-7/8,1,Standard
70110,Assembly Parts,PF2,2,Finish
70110,Assembly Parts,PM1.5,2,Finish
70110,Assembly Parts,SO1G,1,Standard
70110,Assembly Parts,WIB,3,Standard
70110,Assembly Parts,WIG,3,Standard
70110,Assembly Parts,WIW,3,Standard
70110,Canopy Configuration 1,CA5,1,Finish
70110,Canopy Configuration 1,LW8,1,Standard
70110,Canopy Configuration 1,MP1,1,Standard
70110,Canopy Configuration 1,NH2,1,Standard
70110,Canopy Configuration 1,SCF,3,Finish
70110,Canopy Configuration 1,SCT1,2,Standard
70110,Canopy Configuration 1,WA2,1,Standard
70110,Canopy Configuration 1,WNY,3,Standard
70110,Installation Parts,BU8,2,Standard
70110,Installation Parts,NI0-7/8,1,Standard
70110,Installation Parts,PF12,1,Finish
70110 (C),Assembly Parts,A-DI3,1,Standard
70110 (C),Assembly Parts,A-DI6,1,Standard
70110 (C),Assembly Parts,BU8,6,Standard
70110 (C),Assembly Parts,L-A,1,Standard
70110 (C),Assembly Parts,LC1,1,Color
70110 (C),Assembly Parts,LW8,1,Standard
70110 (C),Assembly Parts,NI0-7/8,1,Standard
70110 (C),Assembly Parts,PF2,2,Color
70110 (C),Assembly Parts,PM1.5,2,Finish
70110 (C),Assembly Parts,SO1G,1,Standard
70110 (C),Assembly Parts,WIB,3,Standard
70110 (C),Assembly Parts,WIG,3,Standard
70110 (C),Assembly Parts,WIW,3,Standard
70110 (C),Canopy Configuration 1,CA5,1,Color
70110 (C),Canopy Configuration 1,LW8,1,Standard
70110 (C),Canopy Configuration 1,MP1,1,Standard
70110 (C),Canopy Configuration 1,NH2,1,Standard
70110 (C),Canopy Configuration 1,SCF,3,Finish
70110 (C),Canopy Configuration 1,SCT1,2,Standard
70110 (C),Canopy Configuration 1,WA2,1,Standard
70110 (C),Canopy Configuration 1,WNY,3,Standard
70110 (C),Installation Parts,BU8,2,Standard
70110 (C),Installation Parts,NI0-7/8,1,Standard
70110 (C),Installation Parts,PF12,1,Color
70110F,Assembly Parts,A-DI3,1,Standard
70110F,Assembly Parts,A-DI6,1,Standard
70110F,Assembly Parts,BU8,6,Standard
70110F,Assembly Parts,CA5,1,Finish
70110F,Assembly Parts,L-A,1,Standard
70110F,Assembly Parts,LC1,1,Finish
70110F,Assembly Parts,LW8,2,Standard
70110F,Assembly Parts,NH2,1,Standard
70110F,Assembly Parts,NI0-7/8,1,Standard
70110F,Assembly Parts,PF2,2,Finish
70110F,Assembly Parts,PM1.5,2,Finish
70110F,Assembly Parts,SO1G,1,Standard
70110F,Assembly Parts,WA2,1,Standard
70110F,Assembly Parts,WIB,24,Standard
70110F,Assembly Parts,WIG,24,Standard
70110F,Assembly Parts,WIW,24,Standard
70110F,Installation Parts,MP1,1,Standard
70110F,Installation Parts,SCF,3,Finish
70110F,Installation Parts,SCT1,2,Standard
70110F,Installation Parts,WNY,3,Standard
70110F (C),Assembly Parts,A-DI3,1,Standard
70110F (C),Assembly Parts,A-DI6,1,Standard
70110F (C),Assembly Parts,BU8,6,Standard
70110F (C),Assembly Parts,CA5,1,Color
70110F (C),Assembly Parts,L-A,1,Standard
70110F (C),Assembly Parts,LC1,1,Color
70110F (C),Assembly Parts,LW8,2,Standard
70110F (C),Assembly Parts,NH2,1,Standard
70110F (C),Assembly Parts,NI0-7/8,1,Standard
70110F (C),Assembly Parts,PF2,2,Color
70110F (C),Assembly Parts,PM1.5,2,Finish
70110F (C),Assembly Parts,SO1G,1,Standard
70110F (C),Assembly Parts,WA2,1,Standard
70110F (C),Assembly Parts,WIB,24,Standard
70110F (C),Assembly Parts,WIG,24,Standard
70110F (C),Assembly Parts,WIW,24,Standard
70110F (C),Installation Parts,MP1,1,Standard
70110F (C),Installation Parts,SCF,3,Finish
70110F (C),Installation Parts,SCT1,2,Standard
70110F (C),Installation Parts,WNY,3,Standard
70122,Assembly Parts,A-CA6,1,Standard
70122,Assembly Parts,A-DI3,1,Standard
70122,Assembly Parts,BU8,2,Standard
70122,Assembly Parts,CRC5,1,Finish
70122,Assembly Parts,L-A,1,Standard
70122,Assembly Parts,LC1,1,Finish
70122,Assembly Parts,LW8,2,Standard
70122,Assembly Parts,NH1,1,Standard
70122,Assembly Parts,NH2,1,Standard
70122,Assembly Parts,NI3-1/4,1,Standard
70122,Assembly Parts,SO6,1,Standard
70122,Assembly Parts,WA0-5/8,1,Standard
70122,Installation Parts,CB1/8,1,Standard
70122,Installation Parts,SCG,1,Standard
70122,Installation Parts,SCT1,2,Standard
70122,Installation Parts,WNY,2,Standard
70122 (C),Assembly Parts,A-CA6,1,Standard
70122 (C),Assembly Parts,A-DI3,1,Standard
70122 (C),Assembly Parts,BU8,2,Standard
70122 (C),Assembly Parts,CRC5,1,Color
70122 (C),Assembly Parts,L-A,1,Standard
70122 (C),Assembly Parts,LC1,1,Color
70122 (C),Assembly Parts,LW8,2,Standard
70122 (C),Assembly Parts,NH1,1,Standard
70122 (C),Assembly Parts,NH2,1,Standard
70122 (C),Assembly Parts,NI3-1/4,1,Standard
70122 (C),Assembly Parts,SO6,1,Standard
70122 (C),Assembly Parts,WA0-5/8,1,Standard
70122 (C),Installation Parts,CB1/8,1,Standard
70122 (C),Installation Parts,SCG,1,Standard
70122 (C),Installation Parts,SCT1,2,Standard
70122 (C),Installation Parts,WNY,2,Standard
70130,Assembly Parts,A-CA6,1,Standard
70130,Assembly Parts,A-DI3,1,Standard
70130,Assembly Parts,BU8,2,Standard
70130,Assembly Parts,CRC5,1,Finish
70130,Assembly Parts,L-A,1,Standard
70130,Assembly Parts,LC1,1,Finish
70130,Assembly Parts,LW8,2,Standard
70130,Assembly Parts,NH1,1,Standard
70130,Assembly Parts,NH2,1,Standard
70130,Assembly Parts,NI3-1/4,1,Standard
70130,Assembly Parts,SO6,1,Standard
70130,Assembly Parts,WA0-5/8,1,Standard
70130,Installation Parts,CB1/8,1,Standard
70130,Installation Parts,SCG,1,Standard
70130,Installation Parts,SCT1,2,Standard
70130,Installation Parts,WNY,2,Standard
70130 (C),Assembly Parts,A-CA6,1,Standard
70130 (C),Assembly Parts,A-DI3,1,Standard
70130 (C),Assembly Parts,BU8,2,Standard
70130 (C),Assembly Parts,CRC5,1,Color
70130 (C),Assembly Parts,L-A,1,Standard
70130 (C),Assembly Parts,LC1,1,Color
70130 (C),Assembly Parts,LW8,2,Standard
70130 (C),Assembly Parts,NH1,1,Standard
70130 (C),Assembly Parts,NH2,1,Standard
70130 (C),Assembly Parts,NI3-1/4,1,Standard
70130 (C),Assembly Parts,SO6,1,Standard
70130 (C),Assembly Parts,WA0-5/8,1,Standard
70130 (C),Installation Parts,CB1/8,1,Standard
70130 (C),Installation Parts,SCG,1,Standard
70130 (C),Installation Parts,SCT1,2,Standard
70130 (C),Installation Parts,WNY,2,Standard
70220,Assembly Parts,A-DI3,2,Standard
70220,Assembly Parts,BU8,12,Standard
70220,Assembly Parts,C14,1,Finish
70220,Assembly Parts,L-A,2,Standard
70220,Assembly Parts,LC1,2,Finish
70220,Assembly Parts,NI0-3/4,2,Standard
70220,Assembly Parts,PF2,2,Finish
70220,Assembly Parts,PM1.5,2,Finish
70220,Assembly Parts,PM3,1,Finish
70220,Assembly Parts,PT1S,1,Finish
70220,Assembly Parts,RE84X3/4,1,Standard
70220,Assembly Parts,SO1D-24,2,Standard
70220,Assembly Parts,SS3/16,2,Finish
70220,Installation Parts,A-CA6,1,Standard
70220,Installation Parts,BU8,2,Standard
70220,Installation Parts,CB1/8,1,Standard
70220,Installation Parts,CRC5,1,Finish
70220,Installation Parts,NH2,1,Standard
70220,Installation Parts,NI1-1/2,1,Standard
70220,Installation Parts,SCG,1,Standard
70220,Installation Parts,SCT1,2,Standard
70220,Installation Parts,WNY,2,Standard
70220 (C),Assembly Parts,A-DI3,2,Standard
70220 (C),Assembly Parts,BU8,12,Standard
70220 (C),Assembly Parts,C14,1,Finish
70220 (C),Assembly Parts,L-A,2,Standard
70220 (C),Assembly Parts,LC1,2,Color
70220 (C),Assembly Parts,NI0-3/4,2,Standard
70220 (C),Assembly Parts,PF2,2,Color
70220 (C),Assembly Parts,PM1.5,2,Finish
70220 (C),Assembly Parts,PM3,1,Finish
70220 (C),Assembly Parts,PT1S,1,Finish
70220 (C),Assembly Parts,RE84X3/4,1,Standard
70220 (C),Assembly Parts,SO1D-24,2,Standard
70220 (C),Assembly Parts,SS3/16,2,Finish
70220 (C),Installation Parts,A-CA6,1,Standard
70220 (C),Installation Parts,BU8,2,Standard
70220 (C),Installation Parts,CB1/8,1,Standard
70220 (C),Installation Parts,CRC5,1,Color
70220 (C),Installation Parts,NH2,1,Standard
70220 (C),Installation Parts,NI1-1/2,1,Standard
70220 (C),Installation Parts,SCG,1,Standard
70220 (C),Installation Parts,SCT1,2,Standard
70220 (C),Installation Parts,WNY,2,Standard
70221,Assembly Parts,A-CO1,2,Standard
70221,Assembly Parts,BU8,8,Standard
70221,Assembly Parts,C18,1,Finish
70221,Assembly Parts,CA5,1,Finish
70221,Assembly Parts,L-A,2,Standard
70221,Assembly Parts,LC1,2,Finish
70221,Assembly Parts,LU8P,1,Standard
70221,Assembly Parts,LW8,1,Standard
70221,Assembly Parts,NH2,1,Standard
70221,Assembly Parts,NI0-3/4,1,Standard
70221,Assembly Parts,PM1.5,1,Finish
70221,Assembly Parts,PM5,2,Finish
70221,Assembly Parts,PT1S,1,Finish
70221,Assembly Parts,SO1D-24,2,Standard
70221,Assembly Parts,SS3/16,2,Finish
70221,Assembly Parts,WA2,1,Standard
70221,Installation Parts,MP1,1,Standard
70221,Installation Parts,SCF,3,Finish
70221,Installation Parts,SCT1,2,Standard
70221,Installation Parts,WNY,3,Standard
70221 (C),Assembly Parts,A-CO1,2,Standard
70221 (C),Assembly Parts,BU8,8,Standard
70221 (C),Assembly Parts,C18,1,Finish
70221 (C),Assembly Parts,CA5,1,Finish
70221 (C),Assembly Parts,L-A,2,Standard
70221 (C),Assembly Parts,LC1,2,Finish
70221 (C),Assembly Parts,LU8P,1,Standard
70221 (C),Assembly Parts,LW8,1,Standard
70221 (C),Assembly Parts,NH2,1,Standard
70221 (C),Assembly Parts,NI0-3/4,1,Standard
70221 (C),Assembly Parts,PM1.5,1,Finish
70221 (C),Assembly Parts,PM5,2,Color
70221 (C),Assembly Parts,PT1S,1,Finish
70221 (C),Assembly Parts,SO1D-24,2,Standard
70221 (C),Assembly Parts,SS3/16,2,Finish
70221 (C),Assembly Parts,WA2,1,Standard
70221 (C),Installation Parts,MP1,1,Standard
70221 (C),Installation Parts,SCF,3,Finish
70221 (C),Installation Parts,SCT1,2,Standard
70221 (C),Installation Parts,WNY,3,Standard
70222,Assembly Parts,A-DI3,2,Standard
70222,Assembly Parts,BU8,12,Standard
70222,Assembly Parts,C14,1,Finish
70222,Assembly Parts,L-A,2,Standard
70222,Assembly Parts,LC1,2,Finish
70222,Assembly Parts,NI0-3/4,2,Standard
70222,Assembly Parts,PF6,2,Finish
70222,Assembly Parts,PM1.5,2,Finish
70222,Assembly Parts,PM3,1,Finish
70222,Assembly Parts,PT1S,1,Finish
70222,Assembly Parts,RE84X3/4,1,Standard
70222,Assembly Parts,SO1D-24,2,Standard
70222,Assembly Parts,SS3/16,2,Finish
70222,Installation Parts,A-CA6,1,Standard
70222,Installation Parts,BU8,2,Standard
70222,Installation Parts,CB1/8,1,Standard
70222,Installation Parts,CRC5,1,Finish
70222,Installation Parts,NH2,1,Standard
70222,Installation Parts,NI1-1/2,1,Standard
70222,Installation Parts,SCG,1,Standard
70222,Installation Parts,SCT1,2,Standard
70222,Installation Parts,WNY,2,Standard
70222 (C),Assembly Parts,A-DI3,2,Standard
70222 (C),Assembly Parts,BU8,12,Standard
70222 (C),Assembly Parts,C14,1,Finish
70222 (C),Assembly Parts,L-A,2,Standard
70222 (C),Assembly Parts,LC1,2,Color
70222 (C),Assembly Parts,NI0-3/4,2,Standard
70222 (C),Assembly Parts,PF6,2,Color
70222 (C),Assembly Parts,PM1.5,2,Finish
70222 (C),Assembly Parts,PM3,1,Finish
70222 (C),Assembly Parts,PT1S,1,Finish
70222 (C),Assembly Parts,RE84X3/4,1,Standard
70222 (C),Assembly Parts,SO1D-24,2,Standard
70222 (C),Assembly Parts,SS3/16,2,Finish
70222 (C),Installation Parts,A-CA6,1,Standard
70222 (C),Installation Parts,BU8,2,Standard
70222 (C),Installation Parts,CB1/8,1,Standard
70222 (C),Installation Parts,CRC5,1,Finish
70222 (C),Installation Parts,NH2,1,Standard
70222 (C),Installation Parts,NI1-1/2,1,Standard
70222 (C),Installation Parts,SCG,1,Standard
70222 (C),Installation Parts,SCT1,2,Standard
70222 (C),Installation Parts,WNY,2,Standard
90220,Assembly Parts,BU8,12,Standard
90220,Assembly Parts,C14,2,Finish
90220,Assembly Parts,C18,1,Finish
90220,Assembly Parts,CA5,1,Finish
90220,Assembly Parts,FP1,1,Finish
90220,Assembly Parts,GC6,2,Finish
90220,Assembly Parts,HO1,2,Standard
90220,Assembly Parts,L-A15,2,Standard
90220,Assembly Parts,LU8P,1,Standard
90220,Assembly Parts,LW8,3,Standard
90220,Assembly Parts,NH1,2,Standard
90220,Assembly Parts,NH2,1,Standard
90220,Assembly Parts,NI0-3/4,1,Standard
90220,Assembly Parts,NI0-7/8,2,Standard
90220,Assembly Parts,PC8L,1,Finish
90220,Assembly Parts,PM1.5,2,Finish
90220,Assembly Parts,PM3,1,Finish
90220,Assembly Parts,RE84X3/4,2,Standard
90220,Assembly Parts,SO1D-24,2,Standard
90220,Assembly Parts,WA2,1,Standard
90220,Installation Parts,BULB-A15,2,Standard
90220,Installation Parts,G6,2,Standard
90220,Installation Parts,MP1,1,Standard
90220,Installation Parts,SCF,3,Finish
90220,Installation Parts,SCT1,2,Standard
90220,Installation Parts,WNY,3,Standard
90221,🔩 Parts List,BU8,12,Standard
90221,🔩 Parts List,BULB-A15,2,Standard
90221,🔩 Parts List,C14,2,Finish
90221,🔩 Parts List,C18,1,Finish
90221,🔩 Parts List,CA5,1,Finish
90221,🔩 Parts List,FP1,1,Finish
90221,🔩 Parts List,G6,2,Standard
90221,🔩 Parts List,GC6,2,Finish
90221,🔩 Parts List,HO1,2,Standard
90221,🔩 Parts List,L-A15,2,Standard
90221,🔩 Parts List,LU8P,1,Standard
90221,🔩 Parts List,LW8,3,Standard
90221,🔩 Parts List,MP1,1,Standard
90221,🔩 Parts List,NH1,2,Standard
90221,🔩 Parts List,NH2,1,Standard
90221,🔩 Parts List,NI0-3/4,1,Standard
90221,🔩 Parts List,NI0-7/8,2,Standard
90221,🔩 Parts List,PC8R,1,Finish
90221,🔩 Parts List,PM1.5,2,Finish
90221,🔩 Parts List,PM3,1,Finish
90221,🔩 Parts List,RE84X3/4,2,Standard
90221,🔩 Parts List,SCF,3,Finish
90221,🔩 Parts List,SCT1,2,Standard
90221,🔩 Parts List,SO1D-24,2,Standard
90221,🔩 Parts List,WA2,1,Standard
90221,🔩 Parts List,WNY,3,Standard
91000,Assembly Parts,BU8,82,Standard
91000,Assembly Parts,C14,11,Standard
91000,Assembly Parts,CY1,5,Standard
91000,Assembly Parts,FC1,1,Standard
91000,Assembly Parts,GC6,12,Standard
91000,Assembly Parts,HI0-1/2,1,Standard
91000,Assembly Parts,HO1,10,Standard
91000,Assembly Parts,L-A15,10,Standard
91000,Assembly Parts,LW8,12,Standard
91000,Assembly Parts,NH1,12,Standard
91000,Assembly Parts,NH2,1,Standard
91000,Assembly Parts,NI0-3/4,15,Standard
91000,Assembly Parts,NI0-7/8,10,Standard
91000,Assembly Parts,NI1,5,Standard
91000,Assembly Parts,NI1-1/4,1,Standard
91000,Assembly Parts,NI2,1,Standard
91000,Assembly Parts,NL1,5,Standard
91000,Assembly Parts,PF2,10,Standard
91000,Assembly Parts,PF6,5,Standard
91000,Assembly Parts,PM1.5,10,Standard
91000,Assembly Parts,RB2,1,Standard
91000,Assembly Parts,RE84X3/4,11,Standard
91000,Assembly Parts,RES84,1,Standard
91000,Assembly Parts,SO1D-24,10,Standard
91000,Assembly Parts,SS1/8,15,Standard
91000,Assembly Parts,WA3,2,Standard
91000,Assembly Parts,WIB,1,Standard
91000,Assembly Parts,WIW,4,Standard
91000,Assembly Parts,WNY,4,Standard
91000,Canopy Configuration 2,CB1/8,1,Standard
91000,Canopy Configuration 2,GC8,1,Standard
91000,Canopy Configuration 2,HK5/64,1,Standard
91000,Canopy Configuration 2,SCG,1,Standard
91000,Canopy Configuration 2,SCT1,2,Standard
91000,Canopy Configuration 2,SR1,1,Standard
91000,Canopy Configuration 2,SS3/16,1,Standard
91000,Canopy Configuration 2,WNY,2,Standard
91000,Installation Parts,BU8,6,Standard
91000,Installation Parts,BULB-A15,10,Standard
91000,Installation Parts,G6,10,Standard
91000,Installation Parts,NI0-7/8,3,Standard
91000,Installation Parts,PF12,1,Standard
91000,Installation Parts,PF6,2,Standard
H10,Assembly Parts,C18,1,Finish
H10,Assembly Parts,FC1,1,Finish
H10,Assembly Parts,PM1.5,1,Finish
H10,Installation Parts,AN8,1,Standard
H10,Installation Parts,RE1/4-27,1,Standard
H10,Installation Parts,SCA8,1,Standard
H10 (C),Assembly Parts,C18,1,Finish
H10 (C),Assembly Parts,FC1,1,Color
H10 (C),Assembly Parts,PM1.5,1,Finish
H10 (C),Installation Parts,AN8,1,Standard
H10 (C),Installation Parts,RE1/4-27,1,Standard
H10 (C),Installation Parts,SCA8,1,Standard
H13,Assembly Parts,BR1,1,Standard
H13,Assembly Parts,CR3,1,Finish
H13,Assembly Parts,FC1,2,Finish
H13,Assembly Parts,NH1,1,Standard
H13,Assembly Parts,NI0-3/8,2,Standard
H13,Assembly Parts,PM1.5,1,Finish
H13,Assembly Parts,PT1,1,Finish
H13,Assembly Parts,SSC3/16,1,Finish
H13,Installation Parts,AN6,2,Standard
